account_id,mean_amount
389,331.721252
289,333.574249
638,339.998871
965,352.377411
992,392.447113
804,386.121704
837,318.964874
433,314.255157
494,352.261719
94,344.492126
989,384.467468
561,313.184448
12,357.857056
723,347.846344
774,317.916199
584,338.655518
847,370.334778
864,381.143433
607,330.022888
659,364.929626
922,362.207855
991,352.458466
690,365.060791
411,376.046417
283,360.406525
722,357.190979
754,362.723633
30,347.333740
916,361.800446
288,386.469879
171,321.122498
740,339.019989
348,342.602570
544,367.987610
582,371.925598
332,353.066376
504,320.878571
679,365.703705
380,314.649475
350,379.224976
915,353.004822
259,372.032379
100,359.186218
836,392.691193
621,367.069489
705,378.374695
236,363.298462
865,340.122986
445,319.335541
352,322.243469
558,380.041443
729,348.307281
437,344.723846
499,353.465515
839,367.711090
477,348.793488
109,341.401337
452,379.253021
748,316.282379
317,378.576843
838,361.208496
150,377.189819
488,350.468506
629,386.808289
875,371.941864
716,378.047852
639,385.335205
568,363.142456
891,357.665894
190,354.208740
653,356.614471
374,377.428528
465,355.976715
10,384.307800
416,370.464722
167,365.627319
800,387.688263
67,350.138062
709,400.476135
196,376.979187
521,371.524689
626,355.052765
632,366.748108
300,333.091797
45,348.800659
241,349.166290
944,341.002411
670,351.220856
28,324.621643
213,354.896393
910,345.486755
403,362.135681
334,398.842072
719,379.811523
245,358.643860
777,355.464966
535,350.034271
779,381.156342
396,348.287140
756,401.793518
983,378.774353
744,352.398468
702,345.610352
451,364.649811
55,361.221436
29,356.398224
818,372.362793
76,384.898438
467,353.136536
630,334.224426
412,347.396820
476,324.330841
114,331.827972
694,367.798340
270,319.877014
11,344.139740
60,358.785339
48,365.806702
78,315.407166
180,399.460754
503,375.239929
102,355.246613
247,343.245178
520,377.244720
610,372.693878
462,351.447388
615,389.829468
303,339.341431
408,344.447388
633,326.491394
978,381.539795
587,363.528687
420,330.271362
843,362.015839
869,376.388184
933,333.355316
414,356.830444
977,367.025818
512,339.078278
325,332.185608
762,362.391541
884,339.108185
663,424.042847
873,330.260742
392,392.656982
867,327.423523
129,317.852814
972,324.942322
612,382.273682
280,353.515686
235,350.703278
206,349.806061
257,354.994049
126,339.997253
771,342.599792
164,337.919739
165,367.230560
287,314.010162
552,356.412811
990,346.084991
498,397.063904
458,338.966949
301,354.340302
745,374.781189
373,391.414246
41,373.598877
133,325.933319
796,353.483795
14,365.832703
788,366.305664
274,327.946411
382,369.248749
266,372.034180
342,336.838348
853,333.277435
323,347.742950
148,358.495087
619,333.859161
480,375.281311
755,354.209778
935,364.548248
820,376.384674
840,359.975800
656,383.558655
551,345.753082
606,339.364380
731,365.421295
293,351.654724
89,359.676239
413,343.508362
737,365.583557
469,347.517914
608,335.917786
654,355.957458
295,366.564514
583,347.905487
636,374.672668
555,372.629059
